CustomerID,ProductID,Week,DemandQty
C006,SKU17,4,30
C006,SKU17,5,36
C006,SKU17,6,36
C006,SKU17,7,36
C006,SKU17,8,36
C006,SKU17,9,36
C006,SKU17,10,30
C006,SKU18,1,36
C006,SKU18,2,30
C006,SKU18,3,30
C006,SKU18,4,30
C006,SKU18,5,30
C006,SKU18,6,30
C006,SKU18,7,36
C006,SKU18,8,36
C006,SKU18,9,36
C006,SKU18,10,36
C006,SKU19,1,42
C006,SKU19,2,36
C006,SKU19,3,48
C006,SKU19,4,36
C006,SKU19,5,42
C006,SKU19,6,42
C006,SKU19,7,36
C006,SKU19,8,36
C006,SKU19,9,36
C006,SKU19,10,36
C006,SKU20,1,36
C006,SKU20,2,48
C006,SKU20,3,48
C006,SKU20,4,48
C006,SKU20,5,42
C006,SKU20,6,42
C006,SKU20,7,36
C006,SKU20,8,36
C006,SKU20,9,30
C006,SKU20,10,30
C007,SKU01,1,132
C007,SKU01,2,144
C007,SKU01,3,114
C007,SKU01,4,120
C007,SKU01,5,102
C007,SKU01,6,96
C007,SKU01,7,120
C007,SKU01,8,126
C007,SKU01,9,132
C007,SKU01,10,138
C007,SKU02,1,132
C007,SKU02,2,168
C007,SKU02,3,174
C007,SKU02,4,168
C007,SKU02,5,144
C007,SKU02,6,144
C007,SKU02,7,120
C007,SKU02,8,108
C007,SKU02,9,114
C007,SKU02,10,126
C007,SKU03,1,174
C007,SKU03,2,168
C007,SKU03,3,144
C007,SKU03,4,132
C007,SKU03,5,120
C007,SKU03,6,138
C007,SKU03,7,120
C007,SKU03,8,156
C007,SKU03,9,162
C007,SKU03,10,168
C007,SKU04,1,138
C007,SKU04,2,138
C007,SKU04,3,132
C007,SKU04,4,120
C007,SKU04,5,120
C007,SKU04,6,144
C007,SKU04,7,168
C007,SKU04,8,150
C007,SKU04,9,162
C007,SKU04,10,156
C007,SKU05,1,132
C007,SKU05,2,132
C007,SKU05,3,132
C007,SKU05,4,114
C007,SKU05,5,120
C007,SKU05,6,156
C007,SKU05,7,144
C007,SKU05,8,174
C007,SKU05,9,162
C007,SKU05,10,144
C007,SKU06,1,132
C007,SKU06,2,150
C007,SKU06,3,156
C007,SKU06,4,168
C007,SKU06,5,156
C007,SKU06,6,156
C007,SKU06,7,162
C007,SKU06,8,126
C007,SKU06,9,132
C007,SKU06,10,120
C007,SKU07,1,72
C007,SKU07,2,78
C007,SKU07,3,66
C007,SKU07,4,66
C007,SKU07,5,66
C007,SKU07,6,72
C007,SKU07,7,84
C007,SKU07,8,84
C007,SKU07,9,96
C007,SKU07,10,84
C007,SKU08,1,72
C007,SKU08,2,72
C007,SKU08,3,54
C007,SKU08,4,54
C007,SKU08,5,54
C007,SKU08,6,66
C007,SKU08,7,66
C007,SKU08,8,72
C007,SKU08,9,84
C007,SKU08,10,78
C007,SKU09,1,84
C007,SKU09,2,78
C007,SKU09,3,78
C007,SKU09,4,78
C007,SKU09,5,66
C007,SKU09,6,66
C007,SKU09,7,66
C007,SKU09,8,60
C007,SKU09,9,60
C007,SKU09,10,72
C007,SKU10,1,72
C007,SKU10,2,72
C007,SKU10,3,66
C007,SKU10,4,66
C007,SKU10,5,90
C007,SKU10,6,96
C007,SKU10,7,84
C007,SKU10,8,102
C007,SKU10,9,90
C007,SKU10,10,90
C007,SKU11,1,60
C007,SKU11,2,66
C007,SKU11,3,72
C007,SKU11,4,72
C007,SKU11,5,72
C007,SKU11,6,78
C007,SKU11,7,78
C007,SKU11,8,66
C007,SKU11,9,66
C007,SKU11,10,66
C007,SKU12,1,54
C007,SKU12,2,60
C007,SKU12,3,66
C007,SKU12,4,66
C007,SKU12,5,78
C007,SKU12,6,78
C007,SKU12,7,72
C007,SKU12,8,66
C007,SKU12,9,60
C007,SKU12,10,54
C007,SKU13,1,72
C007,SKU13,2,60
C007,SKU13,3,72
C007,SKU13,4,78
C007,SKU13,5,84
C007,SKU13,6,84
C007,SKU13,7,96
C007,SKU13,8,90
C007,SKU13,9,90
C007,SKU13,10,72
C007,SKU14,1,90
C007,SKU14,2,78
C007,SKU14,3,96
C007,SKU14,4,78
C007,SKU14,5,84
C007,SKU14,6,72
C007,SKU14,7,66
C007,SKU14,8,66
C007,SKU14,9,72
C007,SKU14,10,72
C007,SKU15,1,36
C007,SKU15,2,36
C007,SKU15,3,30
C007,SKU15,4,30
C007,SKU15,5,30
C007,SKU15,6,36
C007,SKU15,7,36
C007,SKU15,8,42
C007,SKU15,9,36
C007,SKU15,10,36
C007,SKU16,1,36
C007,SKU16,2,30
C007,SKU16,3,30
C007,SKU16,4,30
C007,SKU16,5,30
C007,SKU16,6,36
C007,SKU16,7,36
C007,SKU16,8,36
C007,SKU16,9,42
C007,SKU16,10,36
C007,SKU17,1,36
C007,SKU17,2,30
C007,SKU17,3,36
C007,SKU17,4,36
C007,SKU17,5,36
C007,SKU17,6,36
C007,SKU17,7,42
C007,SKU17,8,42
C007,SKU17,9,42
C007,SKU17,10,36
C007,SKU18,1,42
C007,SKU18,2,36
C007,SKU18,3,36
C007,SKU18,4,30
C007,SKU18,5,36
C007,SKU18,6,30
C007,SKU18,7,36
C007,SKU18,8,36
C007,SKU18,9,42
C007,SKU18,10,42
C007,SKU19,1,36
C007,SKU19,2,30
C007,SKU19,3,42
C007,SKU19,4,36
C007,SKU19,5,36
C007,SKU19,6,36
C007,SKU19,7,30
C007,SKU19,8,30
C007,SKU19,9,30
C007,SKU19,10,30
C007,SKU20,1,36
C007,SKU20,2,42
C007,SKU20,3,42
C007,SKU20,4,42
C007,SKU20,5,36
C007,SKU20,6,36
C007,SKU20,7,30
C007,SKU20,8,30
C007,SKU20,9,30
C007,SKU20,10,36
C008,SKU01,1,150
C008,SKU01,2,156
C008,SKU01,3,132
C008,SKU01,4,138
C008,SKU01,5,120
C008,SKU01,6,126
C008,SKU01,7,132
C008,SKU01,8,126
C008,SKU01,9,156
C008,SKU01,10,174
C008,SKU02,1,144
C008,SKU02,2,162
C008,SKU02,3,144
C008,SKU02,4,144
C008,SKU02,5,150
C008,SKU02,6,132
C008,SKU02,7,132
C008,SKU02,8,126
C008,SKU02,9,114
C008,SKU02,10,120
C008,SKU03,1,156
C008,SKU03,2,168
C008,SKU03,3,138
C008,SKU03,4,132
C008,SKU03,5,114
C008,SKU03,6,126
C008,SKU03,7,132
C008,SKU03,8,144
C008,SKU03,9,144
C008,SKU03,10,174
C008,SKU04,1,138
C008,SKU04,2,120
C008,SKU04,3,114
C008,SKU04,4,132
C008,SKU04,5,138
C008,SKU04,6,150
C008,SKU04,7,150
C008,SKU04,8,162
C008,SKU04,9,168
C008,SKU04,10,162
C008,SKU05,1,138
C008,SKU05,2,144
C008,SKU05,3,126
C008,SKU05,4,126
C008,SKU05,5,144
C008,SKU05,6,156
C008,SKU05,7,180
C008,SKU05,8,162
C008,SKU05,9,162
C008,SKU05,10,174
C008,SKU06,1,120
C008,SKU06,2,126
C008,SKU06,3,132
C008,SKU06,4,168
C008,SKU06,5,144
C008,SKU06,6,144
C008,SKU06,7,126
C008,SKU06,8,120
C008,SKU06,9,108
C008,SKU06,10,114
C008,SKU07,1,66
C008,SKU07,2,54
C008,SKU07,3,54
C008,SKU07,4,60
C008,SKU07,5,60
C008,SKU07,6,66
C008,SKU07,7,66
C008,SKU07,8,72
C008,SKU07,9,72
C008,SKU07,10,72
C008,SKU08,1,84
C008,SKU08,2,78
C008,SKU08,3,66
C008,SKU08,4,60
C008,SKU08,5,66
C008,SKU08,6,78
C008,SKU08,7,72
C008,SKU08,8,84
C008,SKU08,9,84
C008,SKU08,10,84
C008,SKU09,1,66
C008,SKU09,2,78
C008,SKU09,3,72
C008,SKU09,4,72
C008,SKU09,5,66
C008,SKU09,6,60
C008,SKU09,7,54
C008,SKU09,8,54
C008,SKU09,9,54
C008,SKU09,10,72
C008,SKU10,1,72
C008,SKU10,2,72
C008,SKU10,3,72
C008,SKU10,4,78
C008,SKU10,5,72
C008,SKU10,6,90
C008,SKU10,7,84
C008,SKU10,8,96
C008,SKU10,9,96
C008,SKU10,10,84
C008,SKU11,1,54
C008,SKU11,2,54
C008,SKU11,3,60
C008,SKU11,4,60
C008,SKU11,5,78
C008,SKU11,6,72
C008,SKU11,7,66
C008,SKU11,8,60
C008,SKU11,9,54
C008,SKU11,10,54
C008,SKU12,1,66
C008,SKU12,2,66
C008,SKU12,3,78
C008,SKU12,4,84
C008,SKU12,5,78
C008,SKU12,6,90
C008,SKU12,7,72
C008,SKU12,8,78
C008,SKU12,9,66
C008,SKU12,10,66
C008,SKU13,1,78
C008,SKU13,2,72
C008,SKU13,3,66
C008,SKU13,4,66
C008,SKU13,5,78
C008,SKU13,6,84
C008,SKU13,7,96
C008,SKU13,8,90
C008,SKU13,9,96
C008,SKU13,10,84
C008,SKU14,1,78
C008,SKU14,2,96
C008,SKU14,3,96
C008,SKU14,4,84
C008,SKU14,5,78
C008,SKU14,6,78
C008,SKU14,7,66
C008,SKU14,8,66
C008,SKU14,9,72
C008,SKU14,10,72
C008,SKU15,1,30
C008,SKU15,2,30
C008,SKU15,3,30
C008,SKU15,4,30
C008,SKU15,5,30
C008,SKU15,6,36
C008,SKU15,7,36
C008,SKU15,8,36
C008,SKU15,9,42
C008,SKU15,10,36
C008,SKU16,1,30
C008,SKU16,2,30
C008,SKU16,3,30
C008,SKU16,4,30
C008,SKU16,5,24
C008,SKU16,6,30
C008,SKU16,7,36
C008,SKU16,8,36
C008,SKU16,9,36
C008,SKU16,10,36
C008,SKU17,1,30
C008,SKU17,2,30
C008,SKU17,3,24
C008,SKU17,4,24
C008,SKU17,5,30
C008,SKU17,6,30
C008,SKU17,7,30
C008,SKU17,8,36
C008,SKU17,9,30
C008,SKU17,10,30
C008,SKU18,1,48
C008,SKU18,2,42
C008,SKU18,3,36
C008,SKU18,4,36
C008,SKU18,5,36
C008,SKU18,6,36
C008,SKU18,7,36
C008,SKU18,8,48
C008,SKU18,9,48
C008,SKU18,10,42
C008,SKU19,1,36
C008,SKU19,2,42
C008,SKU19,3,42
C008,SKU19,4,42
C008,SKU19,5,36
C008,SKU19,6,36
C008,SKU19,7,30
C008,SKU19,8,24
C008,SKU19,9,30
C008,SKU19,10,36
C008,SKU20,1,30
C008,SKU20,2,30
C008,SKU20,3,36
C008,SKU20,4,36
C008,SKU20,5,36
C008,SKU20,6,36
C008,SKU20,7,30
C008,SKU20,8,30
C008,SKU20,9,24
C008,SKU20,10,30
C009,SKU01,1,216
C009,SKU01,2,174
C009,SKU01,3,174
C009,SKU01,4,150
C009,SKU01,5,144
C009,SKU01,6,156
C009,SKU01,7,162
C009,SKU01,8,174
C009,SKU01,9,186
C009,SKU01,10,198
C009,SKU02,1,210
C009,SKU02,2,228
C009,SKU02,3,234
C009,SKU02,4,210
C009,SKU02,5,216
C009,SKU02,6,192
C009,SKU02,7,168
C009,SKU02,8,180
C009,SKU02,9,150
C009,SKU02,10,192
C009,SKU03,1,204
C009,SKU03,2,198
C009,SKU03,3,192
C009,SKU03,4,168
C009,SKU03,5,156
C009,SKU03,6,138
C009,SKU03,7,162
C009,SKU03,8,162
C009,SKU03,9,198
C009,SKU03,10,204
C009,SKU04,1,168
C009,SKU04,2,156
C009,SKU04,3,168
C009,SKU04,4,150
C009,SKU04,5,156
C009,SKU04,6,168
C009,SKU04,7,222
C009,SKU04,8,222
C009,SKU04,9,210
C009,SKU04,10,198
C009,SKU05,1,180
C009,SKU05,2,162
C009,SKU05,3,138
C009,SKU05,4,138
C009,SKU05,5,144
C009,SKU05,6,174
C009,SKU05,7,192
C009,SKU05,8,186
C009,SKU05,9,174
C009,SKU05,10,168
C009,SKU06,1,180
C009,SKU06,2,216
C009,SKU06,3,228
C009,SKU06,4,228
C009,SKU06,5,216
C009,SKU06,6,204
C009,SKU06,7,210
C009,SKU06,8,198
C009,SKU06,9,180
C009,SKU06,10,174
C009,SKU07,1,90
C009,SKU07,2,84
C009,SKU07,3,66
C009,SKU07,4,78
C009,SKU07,5,78
C009,SKU07,6,84
C009,SKU07,7,96
C009,SKU07,8,102
C009,SKU07,9,96
C009,SKU07,10,84
C009,SKU08,1,108
C009,SKU08,2,90
C009,SKU08,3,84
C009,SKU08,4,78
C009,SKU08,5,78
C009,SKU08,6,84
C009,SKU08,7,102
C009,SKU08,8,96
C009,SKU08,9,96
C009,SKU08,10,102
C009,SKU09,1,120
C009,SKU09,2,120
C009,SKU09,3,132
C009,SKU09,4,126
C009,SKU09,5,114
C009,SKU09,6,108
C009,SKU09,7,90
C009,SKU09,8,96
C009,SKU09,9,96
C009,SKU09,10,114
C009,SKU10,1,102
C009,SKU10,2,90
C009,SKU10,3,84
C009,SKU10,4,96
C009,SKU10,5,114
C009,SKU10,6,120
C009,SKU10,7,108
C009,SKU10,8,108
C009,SKU10,9,102
C009,SKU10,10,108
C009,SKU11,1,84
C009,SKU11,2,96
C009,SKU11,3,114
C009,SKU11,4,120
C009,SKU11,5,120
C009,SKU11,6,126
C009,SKU11,7,114
C009,SKU11,8,102
C009,SKU11,9,96
C009,SKU11,10,96
C009,SKU12,1,96
C009,SKU12,2,102
C009,SKU12,3,102
C009,SKU12,4,114
C009,SKU12,5,114
C009,SKU12,6,120
C009,SKU12,7,120
C009,SKU12,8,120
C009,SKU12,9,90
C009,SKU12,10,90
C009,SKU13,1,90
C009,SKU13,2,90
C009,SKU13,3,96
C009,SKU13,4,96
C009,SKU13,5,102
C009,SKU13,6,114
C009,SKU13,7,126
C009,SKU13,8,120
C009,SKU13,9,102
C009,SKU13,10,114
C009,SKU14,1,96
C009,SKU14,2,90
C009,SKU14,3,102
C009,SKU14,4,90
C009,SKU14,5,78
C009,SKU14,6,72
C009,SKU14,7,66
C009,SKU14,8,78
C009,SKU14,9,84
C009,SKU14,10,84
C009,SKU15,1,48
C009,SKU15,2,48
C009,SKU15,3,42
C009,SKU15,4,42
C009,SKU15,5,42
C009,SKU15,6,48
C009,SKU15,7,48
C009,SKU15,8,54
C009,SKU15,9,54
C009,SKU15,10,54
C009,SKU16,1,42
C009,SKU16,2,36
C009,SKU16,3,36
C009,SKU16,4,36
C009,SKU16,5,42
C009,SKU16,6,42
C009,SKU16,7,48
C009,SKU16,8,48
C009,SKU16,9,48
C009,SKU16,10,48
C009,SKU17,1,42
C009,SKU17,2,36
C009,SKU17,3,36
C009,SKU17,4,36
C009,SKU17,5,42
C009,SKU17,6,54
C009,SKU17,7,54
C009,SKU17,8,54
C009,SKU17,9,48
C009,SKU17,10,42
C009,SKU18,1,48
C009,SKU18,2,42
C009,SKU18,3,36
C009,SKU18,4,36
C009,SKU18,5,36
C009,SKU18,6,42
C009,SKU18,7,48
C009,SKU18,8,54
C009,SKU18,9,54
C009,SKU18,10,48
C009,SKU19,1,54
C009,SKU19,2,48
C009,SKU19,3,54
C009,SKU19,4,60
C009,SKU19,5,54
C009,SKU19,6,54
C009,SKU19,7,48
C009,SKU19,8,42
C009,SKU19,9,42
C009,SKU19,10,42
C009,SKU20,1,36
C009,SKU20,2,48
C009,SKU20,3,48
C009,SKU20,4,48
C009,SKU20,5,42
C009,SKU20,6,48
C009,SKU20,7,36
C009,SKU20,8,36
C009,SKU20,9,36
C009,SKU20,10,42
C010,SKU01,1,144
C010,SKU01,2,132
C010,SKU01,3,120
C010,SKU01,4,102
C010,SKU01,5,96
C010,SKU01,6,108
C010,SKU01,7,108
C010,SKU01,8,120
C010,SKU01,9,138
C010,SKU01,10,144
C010,SKU02,1,120
C010,SKU02,2,120
C010,SKU02,3,144
C010,SKU02,4,138
C010,SKU02,5,138
C010,SKU02,6,108
C010,SKU02,7,96
C010,SKU02,8,96
C010,SKU02,9,96
C010,SKU02,10,102
C010,SKU03,1,162
C010,SKU03,2,156
C010,SKU03,3,156
C010,SKU03,4,132
C010,SKU03,5,132
C010,SKU03,6,114
C010,SKU03,7,132
C010,SKU03,8,132
C010,SKU03,9,150
C010,SKU03,10,180
C010,SKU04,1,120
C010,SKU04,2,108
C010,SKU04,3,96
C010,SKU04,4,108
C010,SKU04,5,96
C010,SKU04,6,120
C010,SKU04,7,138
C010,SKU04,8,138
C010,SKU04,9,144
C010,SKU04,10,114
C010,SKU05,1,120
C010,SKU05,2,120
C010,SKU05,3,120
C010,SKU05,4,108
C010,SKU05,5,120
C010,SKU05,6,120
C010,SKU05,7,144
C010,SKU05,8,144
C010,SKU05,9,162
C010,SKU05,10,144
C010,SKU06,1,108
C010,SKU06,2,120
C010,SKU06,3,132
C010,SKU06,4,138
C010,SKU06,5,156
C010,SKU06,6,138
C010,SKU06,7,126
C010,SKU06,8,108
C010,SKU06,9,114
C010,SKU06,10,114
C010,SKU07,1,66
C010,SKU07,2,60
C010,SKU07,3,48
C010,SKU07,4,54
C010,SKU07,5,54
C010,SKU07,6,60
C010,SKU07,7,72
C010,SKU07,8,78
C010,SKU07,9,72
C010,SKU07,10,66
C010,SKU08,1,78
C010,SKU08,2,72
C010,SKU08,3,60
C010,SKU08,4,60
C010,SKU08,5,66
C010,SKU08,6,66
C010,SKU08,7,66
C010,SKU08,8,78
C010,SKU08,9,78
C010,SKU08,10,78
C010,SKU09,1,66
C010,SKU09,2,78
C010,SKU09,3,72
C010,SKU09,4,66
C010,SKU09,5,72
C010,SKU09,6,66
C010,SKU09,7,60
C010,SKU09,8,54
C010,SKU09,9,60
C010,SKU09,10,72
C010,SKU10,1,66
C010,SKU10,2,60
C010,SKU10,3,66
C010,SKU10,4,78
C010,SKU10,5,78
C010,SKU10,6,84
C010,SKU10,7,84
C010,SKU10,8,90
C010,SKU10,9,90
C010,SKU10,10,78
C010,SKU11,1,72
C010,SKU11,2,66
C010,SKU11,3,78
C010,SKU11,4,84
C010,SKU11,5,96
C010,SKU11,6,90
C010,SKU11,7,90
C010,SKU11,8,84
C010,SKU11,9,72
C010,SKU11,10,72
C010,SKU12,1,60
C010,SKU12,2,66
C010,SKU12,3,78
C010,SKU12,4,78
C010,SKU12,5,90
C010,SKU12,6,90
C010,SKU12,7,78
C010,SKU12,8,78
C010,SKU12,9,60
C010,SKU12,10,60
C010,SKU13,1,66
C010,SKU13,2,60
C010,SKU13,3,54
C010,SKU13,4,60
C010,SKU13,5,66
C010,SKU13,6,66
C010,SKU13,7,78
C010,SKU13,8,78
C010,SKU13,9,72
C010,SKU13,10,72
C010,SKU14,1,84
C010,SKU14,2,84
C010,SKU14,3,84
C010,SKU14,4,72
C010,SKU14,5,78
C010,SKU14,6,66
C010,SKU14,7,54
C010,SKU14,8,54
C010,SKU14,9,66
C010,SKU14,10,72
C010,SKU15,1,42
C010,SKU15,2,30
C010,SKU15,3,36
C010,SKU15,4,30
C010,SKU15,5,36
C010,SKU15,6,42
C010,SKU15,7,42
C010,SKU15,8,48
C010,SKU15,9,42
C010,SKU15,10,42
C010,SKU16,1,42
C010,SKU16,2,36
C010,SKU16,3,36
C010,SKU16,4,36
C010,SKU16,5,36
C010,SKU16,6,36
C010,SKU16,7,42
C010,SKU16,8,48
C010,SKU16,9,42
C010,SKU16,10,42
C010,SKU17,1,30
C010,SKU17,2,30
C010,SKU17,3,30
C010,SKU17,4,30
C010,SKU17,5,30
C010,SKU17,6,36
C010,SKU17,7,42
C010,SKU17,8,36
C010,SKU17,9,36
C010,SKU17,10,30
C010,SKU18,1,36
C010,SKU18,2,30
C010,SKU18,3,30
C010,SKU18,4,24
C010,SKU18,5,24
C010,SKU18,6,30
C010,SKU18,7,30
C010,SKU18,8,36
C010,SKU18,9,36
C010,SKU18,10,36
C010,SKU19,1,36
C010,SKU19,2,42
C010,SKU19,3,42
C010,SKU19,4,42
C010,SKU19,5,42
C010,SKU19,6,42
C010,SKU19,7,36
C010,SKU19,8,36
C010,SKU19,9,36
C010,SKU19,10,36
C010,SKU20,1,36
C010,SKU20,2,42
C010,SKU20,3,42
C010,SKU20,4,42
C010,SKU20,5,36
C010,SKU20,6,36
C010,SKU20,7,36
C010,SKU20,8,36
C010,SKU20,9,30
C010,SKU20,10,36
C011,SKU01,1,156
C011,SKU01,2,162
C011,SKU01,3,138
C011,SKU01,4,144
C011,SKU01,5,138
C011,SKU01,6,126
C011,SKU01,7,150
C011,SKU01,8,144
C011,SKU01,9,180
C011,SKU01,10,180
C011,SKU02,1,132
C011,SKU02,2,174
C011,SKU02,3,174
C011,SKU02,4,156
C011,SKU02,5,168
C011,SKU02,6,138
C011,SKU02,7,144
C011,SKU02,8,114
C011,SKU02,9,126
C011,SKU02,10,132
C011,SKU03,1,126
C011,SKU03,2,114
C011,SKU03,3,114
C011,SKU03,4,102
C011,SKU03,5,102
C011,SKU03,6,96
C011,SKU03,7,102
C011,SKU03,8,120
C011,SKU03,9,114
C011,SKU03,10,144
C011,SKU04,1,150
C011,SKU04,2,138
C011,SKU04,3,132
C011,SKU04,4,120
C011,SKU04,5,120
C011,SKU04,6,138
C011,SKU04,7,168
C011,SKU04,8,150
C011,SKU04,9,168
C011,SKU04,10,174
C011,SKU05,1,144
C011,SKU05,2,120
C011,SKU05,3,132
C011,SKU05,4,126
C011,SKU05,5,120
C011,SKU05,6,132
C011,SKU05,7,174
C011,SKU05,8,174
C011,SKU05,9,180
C011,SKU05,10,174
C011,SKU06,1,126
C011,SKU06,2,132
C011,SKU06,3,144
C011,SKU06,4,150
C011,SKU06,5,162
C011,SKU06,6,150
C011,SKU06,7,144
C011,SKU06,8,120
C011,SKU06,9,120
C011,SKU06,10,120
C011,SKU07,1,78
C011,SKU07,2,66
C011,SKU07,3,66
C011,SKU07,4,60
C011,SKU07,5,66
C011,SKU07,6,72
C011,SKU07,7,84
C011,SKU07,8,90
C011,SKU07,9,84
C011,SKU07,10,84
C011,SKU08,1,78
C011,SKU08,2,66
C011,SKU08,3,60
C011,SKU08,4,60
C011,SKU08,5,60
C011,SKU08,6,60
C011,SKU08,7,66
C011,SKU08,8,72
C011,SKU08,9,90
C011,SKU08,10,78
C011,SKU09,1,72
C011,SKU09,2,84
C011,SKU09,3,78
C011,SKU09,4,72
C011,SKU09,5,72
C011,SKU09,6,60
C011,SKU09,7,54
C011,SKU09,8,60
C011,SKU09,9,60
C011,SKU09,10,66
C011,SKU10,1,66
C011,SKU10,2,60
C011,SKU10,3,60
C011,SKU10,4,60
C011,SKU10,5,72
C011,SKU10,6,72
C011,SKU10,7,72
C011,SKU10,8,78
C011,SKU10,9,66
C011,SKU10,10,66
C011,SKU11,1,66
C011,SKU11,2,66
C011,SKU11,3,78
C011,SKU11,4,84
C011,SKU11,5,78
C011,SKU11,6,78
C011,SKU11,7,78
C011,SKU11,8,72
C011,SKU11,9,66
C011,SKU11,10,66
C011,SKU12,1,66
C011,SKU12,2,66
C011,SKU12,3,84
C011,SKU12,4,90
C011,SKU12,5,96
C011,SKU12,6,78
C011,SKU12,7,84
C011,SKU12,8,72
C011,SKU12,9,66
C011,SKU12,10,60
C011,SKU13,1,72
C011,SKU13,2,60
C011,SKU13,3,60
C011,SKU13,4,66
C011,SKU13,5,72
C011,SKU13,6,72
C011,SKU13,7,84
C011,SKU13,8,90
C011,SKU13,9,72
C011,SKU13,10,66
C011,SKU14,1,84
C011,SKU14,2,84
C011,SKU14,3,84
C011,SKU14,4,72
C011,SKU14,5,72
C011,SKU14,6,54
C011,SKU14,7,60
C011,SKU14,8,66
C011,SKU14,9,66
C011,SKU14,10,72
C011,SKU15,1,36
C011,SKU15,2,36
C011,SKU15,3,30
C011,SKU15,4,36
C011,SKU15,5,30
C011,SKU15,6,36
C011,SKU15,7,42
C011,SKU15,8,42
C011,SKU15,9,42
C011,SKU15,10,42
C011,SKU16,1,30
C011,SKU16,2,30
C011,SKU16,3,24
C011,SKU16,4,30
C011,SKU16,5,30
C011,SKU16,6,36
C011,SKU16,7,36
C011,SKU16,8,36
C011,SKU16,9,36
C011,SKU16,10,30
C011,SKU17,1,30
C011,SKU17,2,30
C011,SKU17,3,30
C011,SKU17,4,30
C011,SKU17,5,36
C011,SKU17,6,42
C011,SKU17,7,36
C011,SKU17,8,36
C011,SKU17,9,36
C011,SKU17,10,36
C011,SKU18,1,42
C011,SKU18,2,36
C011,SKU18,3,30
C011,SKU18,4,30
C011,SKU18,5,30
C011,SKU18,6,30
C011,SKU18,7,42
C011,SKU18,8,42
C011,SKU18,9,42
C011,SKU18,10,36
C011,SKU19,1,36
C011,SKU19,2,42
C011,SKU19,3,42
C011,SKU19,4,42
C011,SKU19,5,42
C011,SKU19,6,36
C011,SKU19,7,36
C011,SKU19,8,30
C011,SKU19,9,30
C011,SKU19,10,36
C011,SKU20,1,36
C011,SKU20,2,36
C011,SKU20,3,42
C011,SKU20,4,36
C011,SKU20,5,36
C011,SKU20,6,36
C011,SKU20,7,30
C011,SKU20,8,30
C011,SKU20,9,30
C011,SKU20,10,30
C012,SKU01,1,120
C012,SKU01,2,138
C012,SKU01,3,120
C012,SKU01,4,102
C012,SKU01,5,108
C012,SKU01,6,96
C012,SKU01,7,120
C012,SKU01,8,114
C012,SKU01,9,138
C012,SKU01,10,138
C012,SKU02,1,156
C012,SKU02,2,150
C012,SKU02,3,180
C012,SKU02,4,162
C012,SKU02,5,156
C012,SKU02,6,138
C012,SKU02,7,132
C012,SKU02,8,114
C012,SKU02,9,126
C012,SKU02,10,132
C012,SKU03,1,174
C012,SKU03,2,156
C012,SKU03,3,138
C012,SKU03,4,126
C012,SKU03,5,114
C012,SKU03,6,114
C012,SKU03,7,126
C012,SKU03,8,138
C012,SKU03,9,168
C012,SKU03,10,162
C012,SKU04,1,126
C012,SKU04,2,108
C012,SKU04,3,108
C012,SKU04,4,108
C012,SKU04,5,114
C012,SKU04,6,126
C012,SKU04,7,150
C012,SKU04,8,156
C012,SKU04,9,150
C012,SKU04,10,138
C012,SKU05,1,126
C012,SKU05,2,120
C012,SKU05,3,108
C012,SKU05,4,114
C012,SKU05,5,126
C012,SKU05,6,132
C012,SKU05,7,162
C012,SKU05,8,168
C012,SKU05,9,162
C012,SKU05,10,150
C012,SKU06,1,126
C012,SKU06,2,156
C012,SKU06,3,150
C012,SKU06,4,180
C012,SKU06,5,162
C012,SKU06,6,174
C012,SKU06,7,162
C012,SKU06,8,126
C012,SKU06,9,126
C012,SKU06,10,138
C012,SKU07,1,78
C012,SKU07,2,66
C012,SKU07,3,60
C012,SKU07,4,60
C012,SKU07,5,60
C012,SKU07,6,78
C012,SKU07,7,78
C012,SKU07,8,84
C012,SKU07,9,84
C012,SKU07,10,78
C012,SKU08,1,96
C012,SKU08,2,78
C012,SKU08,3,78
C012,SKU08,4,72
C012,SKU08,5,72
C012,SKU08,6,78
C012,SKU08,7,78
C012,SKU08,8,78
C012,SKU08,9,96
C012,SKU08,10,90
C012,SKU09,1,96
C012,SKU09,2,84
C012,SKU09,3,96
C012,SKU09,4,84
C012,SKU09,5,78
C012,SKU09,6,72
C012,SKU09,7,72
C012,SKU09,8,60
C012,SKU09,9,72
C012,SKU09,10,84
C012,SKU10,1,72
C012,SKU10,2,60
C012,SKU10,3,66
C012,SKU10,4,66
C012,SKU10,5,84
C012,SKU10,6,78
C012,SKU10,7,84
C012,SKU10,8,96
C012,SKU10,9,78
C012,SKU10,10,84
C012,SKU11,1,72
C012,SKU11,2,66
C012,SKU11,3,66
C012,SKU11,4,84
C012,SKU11,5,90
C012,SKU11,6,90
C012,SKU11,7,78
C012,SKU11,8,78
C012,SKU11,9,72
C012,SKU11,10,66
C012,SKU12,1,72
C012,SKU12,2,72
C012,SKU12,3,72
C012,SKU12,4,84
C012,SKU12,5,84
C012,SKU12,6,90
C012,SKU12,7,84
C012,SKU12,8,72
C012,SKU12,9,66
C012,SKU12,10,60
C012,SKU13,1,78
C012,SKU13,2,60
C012,SKU13,3,72
C012,SKU13,4,72
C012,SKU13,5,78
C012,SKU13,6,78
C012,SKU13,7,90
C012,SKU13,8,96
